  -1.0000000e+01   8.5420967e-01  -3.5246994e-02  -1.5511798e-01
  -9.9717811e+00   8.5526427e-01  -3.9437897e-02  -1.4156226e-01
  -9.9435623e+00   8.5643148e-01  -4.3217106e-02  -1.2592099e-01
  -9.9153434e+00   8.5769892e-01  -4.6524360e-02  -1.0810601e-01
  -9.8871245e+00   8.5905229e-01  -4.9297027e-02  -8.8022814e-02
  -9.8661633e+00   8.6010375e-01  -5.0972107e-02  -7.1576979e-02
  -9.8452021e+00   8.6118662e-01  -5.2288375e-02  -5.3778837e-02
  -9.8242409e+00   8.6229310e-01  -5.3216935e-02  -3.4582743e-02
  -9.8032797e+00   8.6341472e-01  -5.3728050e-02  -1.3943316e-02
  -9.7857965e+00   8.6435526e-01  -5.3812982e-02   4.4078550e-03
  -9.7683134e+00   8.6529442e-01  -5.3567832e-02   2.3820563e-02
  -9.7508302e+00   8.6622629e-01  -5.2973764e-02   4.4319703e-02
  -9.7333471e+00   8.6714459e-01  -5.2011631e-02   6.5928004e-02
  -9.7186021e+00   8.6790364e-01  -5.0899740e-02   8.5029191e-02
  -9.7038572e+00   8.6864419e-01  -4.9500206e-02   1.0494478e-01
  -9.6891123e+00   8.6936192e-01  -4.7800905e-02   1.2568373e-01
  -9.6743673e+00   8.7005231e-01  -4.5789692e-02   1.4725225e-01
  -9.6620171e+00   8.7060612e-01  -4.3856206e-02   1.6595881e-01
  -9.6496668e+00   8.7113461e-01  -4.1688072e-02   1.8525018e-01
  -9.6373165e+00   8.7163484e-01  -3.9278038e-02   2.0512483e-01
  -9.6249662e+00   8.7210378e-01  -3.6618957e-02   2.2557882e-01
  -9.6148672e+00   8.7246180e-01  -3.4254555e-02   2.4273054e-01
  -9.6047681e+00   8.7279507e-01  -3.1715020e-02   2.6026060e-01
  -9.5946690e+00   8.7310179e-01  -2.8996533e-02   2.7816280e-01
  -9.5845700e+00   8.7338013e-01  -2.6095398e-02   2.9642933e-01
  -9.5766995e+00   8.7357618e-01  -2.3705520e-02   3.1091142e-01
  -9.5688290e+00   8.7375298e-01  -2.1200829e-02   3.2560377e-01
  -9.5609585e+00   8.7390960e-01  -1.8579680e-02   3.4050032e-01
  -9.5530881e+00   8.7404513e-01  -1.5840504e-02   3.5559410e-01
  -9.5476151e+00   8.7412645e-01  -1.3865356e-02   3.6620212e-01
  -9.5421421e+00   8.7419679e-01  -1.1831906e-02   3.7689852e-01
  -9.5366691e+00   8.7425585e-01  -9.7396811e-03   3.8767957e-01
  -9.5311961e+00   8.7430330e-01  -7.5882297e-03   3.9854050e-01
  -9.5275611e+00   8.7432823e-01  -6.1263389e-03   4.0579482e-01
  -9.5239260e+00   8.7434780e-01  -4.6380148e-03   4.1307686e-01
  -9.5202910e+00   8.7436192e-01  -3.1231950e-03   4.2037590e-01
  -9.5166559e+00   8.7437048e-01  -1.5818968e-03   4.2764506e-01
  -9.5123672e+00   8.7437329e-01   2.6761677e-04   4.3313082e-01
  -9.5080786e+00   8.7436819e-01   2.1119528e-03   4.2517590e-01
  -9.5037899e+00   8.7435525e-01   3.9184308e-03   4.1657159e-01
  -9.4995013e+00   8.7433464e-01   5.6831013e-03   4.0796687e-01
  -9.4952126e+00   8.7430654e-01   7.4142935e-03   3.9940298e-01
  -9.4909239e+00   8.7427110e-01   9.1088516e-03   3.9088226e-01
  -9.4866353e+00   8.7422847e-01   1.0767051e-02   3.8240894e-01
