  -1.5000000000000000e+01   6.3395785112630920e-01   1.4224262128511175e-01   9.7875561079359352e-02
  -1.4951880121654412e+01   6.2701123849002660e-01   1.4625909141189972e-01   6.9497130678842778e-02
  -1.4903760243308824e+01   6.1990315636936244e-01   1.4897032484065506e-01   4.3604206273027968e-02
  -1.4855640364963238e+01   6.1269337636326326e-01   1.5049362676330647e-01   2.0090533203109384e-02
  -1.4807520486617650e+01   6.0543664448675782e-01   1.5094002282899177e-01  -1.1766072718704113e-03
  -1.4753931279534234e+01   5.9736018440539429e-01   1.5029714306912992e-01  -2.2399122195151389e-02
  -1.4700342072450818e+01   5.8934736892267436e-01   1.4858174908389046e-01  -4.1237584801407268e-02
  -1.4646752865367402e+01   5.8145230652658364e-01   1.4591591950982130e-01  -5.7908210835981633e-02
  -1.4593163658283986e+01   5.7372314539524660e-01   1.4241022771316802e-01  -7.2619873451660100e-02
  -1.4511192472727112e+01   5.6231650329437088e-01   1.3564695935296944e-01  -9.1779765268686475e-02
  -1.4429221287170240e+01   5.5152403792186577e-01   1.2745866803531228e-01  -1.0746366183022427e-01
  -1.4347250101613366e+01   5.4145183913823225e-01   1.1810750848408509e-01  -1.2023494757398301e-01
  -1.4265278916056491e+01   5.3218666889535504e-01   1.0781309601644314e-01  -1.3057598958829253e-01
  -1.4179429501323590e+01   5.2342354921065892e-01   9.6217326573616480e-02  -1.3924447923123195e-01
  -1.4093580086590688e+01   5.1568522805131989e-01   8.3957575634388201e-02  -1.4608287256578767e-01
  -1.4007730671857784e+01   5.0902268773110704e-01   7.1177575953718777e-02  -1.5140656088730897e-01
  -1.3921881257124882e+01   5.0347557596686454e-01   5.7997078318644896e-02  -1.5546786447840688e-01
  -1.3833882194094219e+01   4.9897810708609375e-01   4.4174303800995039e-02  -1.5852701465420393e-01
  -1.3745883131063557e+01   4.9570752383429456e-01   3.0124948264842983e-02  -1.6062604352974197e-01
  -1.3657884068032894e+01   4.9368037357942407e-01   1.5928739747008501e-02  -1.6187567200025210e-01
  -1.3569885005002231e+01   4.9290637426791639e-01   1.6578799217241008e-03  -1.6234263585209319e-01
  -1.3466534704942109e+01   4.9360137378107166e-01  -1.5106909376813631e-02  -1.6192358923207095e-01
  -1.3363184404881986e+01   4.9602524828115968e-01  -3.1774650083546734e-02  -1.6042665438499437e-01
  -1.3259834104821863e+01   5.0016208845504440e-01  -4.8227789970226378e-02  -1.5774136394042149e-01
  -1.3156483804761741e+01   5.0598239020032520e-01  -6.4332654370572978e-02  -1.5367287580529942e-01
  -1.3077514483018460e+01   5.1153753032376148e-01  -7.6308306914489601e-02  -1.4945584794737621e-01
  -1.2998545161275178e+01   5.1802435087785315e-01  -8.7907520648749682e-02  -1.4409241649390436e-01
